Date,Slug,Usage,BYOK Usage
"2026-03-02 00:00:00","anthropic/claude-sonnet-4.5","12.94029","0"
"2026-03-01 00:00:00","anthropic/claude-sonnet-4.5","4.609849","0"
"2026-02-28 00:00:00","anthropic/claude-sonnet-4.5","4.858303","0"
"2026-02-27 00:00:00","anthropic/claude-sonnet-4.5","6.760787","0"
